D3T9U0	4	18	6	SP
D3TC59	3	18	5	SP
B5IAN6	8	19	6	LIPO
B5IAP1	3	16	3	SP
B5ICJ5	3	19	5	SP
D3T9U3	3	15	5	SP
B5I9M8	4	18	10	SP
B5I9P6	3	17	4	SP
B5IH40	13	16	5	SP
D3T9U1	3	16	5	SP
B5IDA4	3	13	4	SP
D3T982	4	18	9	SP
D3T9Q3	3	12	6	SP
D3T9U2	10	15	6	SP
D3T9V2	2	13	3	SP
D3TAV9	4	14	7	SP
B5I9G1	5	18	4	SP
B5I9T8	8	20	5	SP
B5IA02	2	17	3	SP
B5ICF9	8	21	6	SP
D3TC53	5	20	4	SP
D3TCV8	5	14	7	SP
D3TCW9	15	18	3	SP
D3TAZ1	2	14	5	SP
D3TBL7	7	19	6	SP
A0A3A5W7F8	7	15	6	SP
A0A3A5W879	10	14	0	LIPO
A0A3A5W9W4	3	17	6	SP
A0A3A5WAC9	3	18	0	LIPO
A0A3A5WF68	2	13	3	SP
A0A3A5WGI3	2	7	4	SP
A0A3A5WQK2	12	18	5	SP
A0A3A5WQM5	2	17	3	SP
A0A3A5WXH0	4	15	3	SP
A0A3A5WXK2	10	17	7	SP
A0A3A5W693	11	15	5	SP
A0A3A5W7T1	30	17	3	SP
A0A3A5W7W0	2	17	5	SP
A0A3A5W8W4	6	16	3	SP
A0A3A5W9I2	6	11	3	SP
A0A3A5WC35	16	18	6	SP
A0A3A5WCB6	4	18	0	LIPO
A0A3A5WEE2	3	15	4	SP
A0A3A5W7T5	6	10	10	SP
A0A3A5W822	3	13	5	SP
A0A3A5W8V7	2	7	3	SP
A0A3A5W959	13	13	7	SP
A0A3A5WAF6	3	15	6	SP
A0A3A5WCL8	3	18	4	SP
A0A3A5WFZ5	4	16	3	SP
A0A3A5WS40	3	18	0	LIPO
A0A3A5WV68	6	16	0	LIPO
A0A3A5W638	2	15	4	SP
A0A3A5W8A2	4	17	0	LIPO
A0A3A5W8T7	4	18	3	SP
A0A3A5W9C2	9	14	5	SP
A0A3A5WAX2	2	10	0	LIPO
A0A3A5WBL9	21	17	5	SP
A0A3A5WC17	3	14	4	SP
A0A3A5WFK3	12	17	5	SP
A0A3A5WIK7	2	14	3	SP
A0A3A5WV44	3	14	3	SP
A0A3A5WVJ0	22	14	5	SP
A0A3A5W7T8	3	13	4	SP
A0A3A5W9Z7	5	15	0	LIPO
A0A3A5WA45	12	17	0	LIPO
A0A3A5WB78	2	15	0	LIPO
A0A3A5WBC8	6	16	5	SP
A0A3A5WFL0	5	15	7	SP
A0A3A5WKN4	23	15	3	SP
A0A3A5W8A9	3	12	5	SP
A0A3A5W8Z9	3	11	4	SP
A0A3A5W974	17	12	6	SP
A0A3A5W999	2	12	6	SP
A0A3A5WB48	2	20	0	LIPO
A0A3A5WBC2	4	15	4	SP
A0A3A5WBX8	3	14	3	SP
A0A3A5WC97	11	14	4	SP
A0A3A5WHW4	30	15	0	LIPO
A0A3A5WXC8	7	11	11	SP
A0A3A5W654	3	19	3	SP
A0A3A5W904	3	16	4	SP
A0A3A5WAF8	3	14	5	SP
A0A3A5WAL7	3	16	3	SP
A0A3A5WBT8	17	16	0	LIPO
A0A3A5WC67	12	20	5	SP
A0A3A5WIB6	3	14	3	SP
A0A3A5WVX8	22	14	5	SP
A0A3A5WVZ3	5	17	0	LIPO
A0A3A5W629	4	15	3	SP
A0A3A5W8Z6	5	15	8	LIPO
A0A3A5WA10	2	15	0	LIPO
A0A3A5WC73	13	16	8	SP
A0A3A5WC77	4	14	4	SP
A0A3A5WES0	3	15	3	SP
A0A3A5WJW5	3	14	5	SP
A0A3A5WRL9	2	14	4	SP
A0A3A5W6J0	2	15	5	SP
A0A3A5W8P9	3	15	3	SP
A0A3A5W9T2	2	10	6	SP
A0A3A5WB49	4	17	6	SP
A0A3A5WC11	8	19	3	SP
A0A3A5WGS8	4	18	5	SP
A0A3A5WHJ0	6	14	6	SP
A0A3A5WKM3	3	14	8	SP
A0A3A5W9G9	10	15	4	SP
A0A3A5W9X5	4	13	0	LIPO
A0A3A5WA98	4	16	3	SP
A0A3A5WAA8	1	7	4	SP
A0A3A5WB70	7	16	6	SP
A0A3A5WBP1	3	14	3	SP
A0A3A5WBU8	3	16	0	LIPO
A0A3A5WKA2	2	15	4	SP
A0A3A5WSH4	5	19	4	SP
A0A3A5WSR0	8	14	4	SP
A0A3A5WTW3	1	7	4	SP
A0A3A5WUP9	8	15	3	SP
A0A3A5W863	4	15	0	LIPO
A0A3A5WAC1	10	15	0	LIPO
A0A3A5WCV2	4	15	3	SP
A0A3A5WFB0	9	18	0	LIPO
A0A3A5WGD4	3	17	0	LIPO
A0A3A5WT59	2	11	5	SP
A0A3A5WTP4	5	14	5	SP
A0A3A5WVR4	2	15	0	LIPO
A0A3A5W8C9	2	14	0	LIPO
A0A3A5W9B5	15	19	5	SP
A0A3A5W9S9	4	18	3	SP
A0A3A5WAC3	2	13	4	SP
A0A3A5WBE0	2	15	3	SP
A0A3A5WFZ4	16	16	3	SP
A0A3A5WJU6	15	15	9	SP
A0A3A5WS56	29	21	7	TAT
A0A3A5W6E2	16	13	5	SP
A0A3A5W7R0	3	12	6	SP
A0A3A5W8B2	2	14	0	LIPO
A0A3A5W980	6	17	6	SP
A0A3A5W9S8	3	11	5	SP
A0A3A5WA26	9	15	3	SP
A0A3A5WBP7	2	10	9	SP
A0A3A5WCF4	3	13	9	SP
A0A3A5WD42	26	13	9	SP
A0A3A5WEQ9	4	15	3	SP
A0A3A5WF75	36	14	5	SP
A0A3A5W7T2	2	9	0	LIPO
A0A3A5W7T9	2	19	3	SP
A0A3A5W8M6	4	15	0	LIPO
A0A3A5WCM6	2	15	0	LIPO
A0A3A5WE80	2	10	3	SP
A0A3A5W707	3	14	5	SP
A0A3A5W7F6	4	12	8	SP
A0A3A5WAU7	3	14	4	SP
A0A3A5WBW9	3	17	3	SP
A0A3A5WBY9	5	13	6	SP
A0A3A5WCC6	3	13	5	SP
A0A3A5WCJ7	5	12	5	SP
A0A3A5WCK6	3	11	4	SP
A0A3A5WHU5	3	16	5	SP
A0A3A5W6A8	5	15	0	LIPO
A0A3A5W8V8	3	12	4	SP
A0A3A5WA02	5	18	4	SP
A0A3A5WAH4	6	19	5	SP
A0A3A5WEN9	3	14	5	SP
A0A3A5WTH5	3	23	0	LIPO
A0A3A5WU61	4	14	5	SP
A0A3A5WV17	4	16	4	SP
A0A0W7TI62	10	15	7	SP
A0A0W7TKU3	2	14	9	SP
A0A0W7TGS5	4	15	7	SP
A0A0W7THB3	3	17	12	SP
A0A0W7THF0	4	17	3	SP
A0A0W7THR2	11	13	13	SP
A0A0W7TIC5	11	15	0	LIPO
A0A0W7TJM1	2	12	5	SP
A0A0W7TKB2	0	0	5	SP
A0A0W7TI39	2	11	5	SP
A0A0W7TJC6	2	12	6	SP
A0A0W7TKD4	1	11	0	LIPO
A0A0W7TKV3	7	12	12	LIPO
A0A0W7TKV6	4	14	6	SP
A0A0W7TGX4	2	10	6	SP
A0A0W7THM1	8	15	12	SP
A0A0W7TK59	4	16	5	SP
A0A0W7THI7	6	19	0	LIPO
A0A0W7THZ1	5	19	4	SP
A0A0W7TJK2	7	18	0	LIPO
A0A0W7TID8	4	16	4	SP
A0A0W7TJZ2	12	17	4	SP
A0A0W7TKZ3	6	14	7	SP
A0A0W7THL5	4	17	7	SP
A0A0W7TK33	9	16	4	SP
A0A0W7THH7	11	16	5	SP
A0A0W7THZ9	2	29	0	LIPO
A0A0W7THB8	2	27	0	LIPO
A0A0W7TGX3	7	14	6	SP
A0A0W7TIJ3	10	18	7	SP
A0A0W7TIS8	8	15	6	SP
A0A0W7TJE2	10	17	3	SP
A0A0W7TKZ0	4	12	4	SP
A0A0W7THC8	16	16	4	SP
A0A0W7TI35	8	15	3	SP
A0A0W7TI53	1	5	3	SP
A0A0W7TIL0	11	18	4	SP
A0A0W7TIX6	4	20	0	LIPO
A0A0W7THT2	5	19	0	LIPO
A0A0W7TJL1	5	14	6	SP
A0A0W7TJ19	10	21	7	SP
M7T8X1	8	15	7	SP
M7TEK0	3	15	15	SP
M7TEP0	8	16	5	SP
M7TF76	4	17	3	SP
M7TG47	4	15	5	SP
M7TXY9	10	17	4	SP
M7U866	3	17	3	SP
M7TCW7	2	13	5	SP
M7TD32	2	14	5	SP
M7TF02	3	11	5	SP
M7TF52	2	20	0	LIPO
M7TY18	3	15	11	SP
M7TZI8	5	16	4	SP
M7T9V2	4	15	7	SP
M7TCE7	3	15	10	SP
M7TCN2	4	15	11	SP
M7TCT0	21	17	0	LIPO
M7TEI9	8	15	5	SP
M7TFK4	4	17	0	LIPO
M7TXQ9	21	18	3	SP
M7TY51	5	15	11	SP
M7TYG8	3	15	4	SP
M7U021	8	15	7	SP
M7U0A8	12	14	5	SP
M7U7C6	9	17	5	SP
M7U8Q3	4	18	3	SP
M7U8S3	7	17	5	SP
M7U9B2	3	15	8	SP
M7U9I1	5	17	5	SP
M7U9Y4	8	18	4	SP
M7T730	9	16	4	SP
M7T8B5	6	21	4	SP
M7TA85	7	21	4	SP
M7TFQ3	3	16	5	SP
M7TG53	3	17	6	SP
M7TX65	5	17	4	SP
M7TX79	5	15	3	SP
M7TYU7	7	19	6	SP
M7U057	6	14	6	SP
M7U077	6	19	3	SP
M7U8Q8	3	18	5	SP
M7T8F1	9	14	7	SP
M7T955	7	13	0	LIPO
M7TE36	3	15	10	SP
M7TFM9	4	16	6	SP
M7TFS7	4	14	4	SP
M7TFT4	4	16	6	SP
M7TG72	3	16	6	SP
M7TY30	4	18	0	LIPO
M7U7C2	3	15	3	SP
M7U7K5	3	16	10	SP
M7U9I7	6	16	0	LIPO
M7T707	6	20	9	SP
M7TDD1	8	16	3	SP
M7TDF9	6	12	8	SP
M7TEF9	4	16	6	SP
M7TEQ9	12	16	6	SP
M7TGA7	9	16	7	SP
M7TXU8	4	15	8	SP
M7TYZ3	3	21	4	SP
M7U050	6	13	3	LIPO
M7U0Y6	4	13	7	SP
M7U0Z3	9	17	4	SP
M7U6I0	8	17	4	SP
M7U8Y6	4	17	3	SP
M7TCI3	4	16	0	LIPO
M7TCP4	4	15	8	SP
M7TE03	4	15	5	LIPO
M7TF79	15	18	6	SP
M7TFD8	4	22	0	LIPO
M7TXZ3	3	15	6	SP
M7TZN2	0	1	4	SP
M7U002	4	20	4	SP
M7U069	5	16	0	LIPO
M7U7A0	3	15	7	SP
M7T7J4	3	14	7	SP
M7TCG8	3	15	7	SP
M7TDP6	3	15	4	SP
M7TF95	0	1	3	SP
M7TFN9	3	15	6	LIPO
M7TFX8	4	15	0	LIPO
M7TXG1	3	11	5	SP
M7TXJ4	11	16	7	SP
M7TZ82	5	15	8	SP
M7TZR4	2	8	4	SP
M7U716	5	17	3	SP
M7U8K2	4	16	8	SP
M7U8R4	2	18	3	SP
M7UA35	4	15	5	SP
M7T7L4	3	14	0	LIPO
M7T7P1	4	15	4	SP
M7TD50	4	17	7	SP
M7TDC2	7	14	8	SP
M7TFU8	6	18	3	SP
M7TG20	8	16	5	SP
M7TG42	1	6	4	SP
M7TGD7	26	16	0	LIPO
M7TYK7	4	15	4	SP
M7TZY9	3	14	4	SP
M7U025	3	16	5	SP
M7U0L7	9	16	4	SP
M7U806	5	17	5	SP
M7T781	1	1	3	SP
M7T9B4	4	17	0	LIPO
M7T9U5	4	16	4	SP
M7TCF2	6	13	6	SP
M7TCH4	17	17	9	SP
M7TDB7	3	13	0	LIPO
M7TDG3	3	15	10	SP
M7TE16	9	19	5	SP
M7TE71	4	15	4	SP
M7TED4	8	16	5	LIPO
M7TG51	5	17	5	SP
M7TGP4	3	15	9	SP
M7TXS2	2	5	5	SP
M7U012	14	15	7	SP
M7U7A8	3	17	12	SP
M7U7M1	4	15	4	SP
M7U8J6	4	18	4	SP
M7U9D7	3	13	9	SP
M7U9P1	2	1	4	SP
M7U9S2	2	9	3	SP
M7T786	7	15	9	SP
M7T8L6	3	14	7	SP
M7TES5	4	19	3	SP
M7TFY7	4	16	5	SP
M7TYG2	3	14	7	SP
M7TZ77	7	16	3	SP
M7TZD6	3	15	6	SP
M7TZG0	2	13	5	SP
M7U7B9	2	11	7	SP
M7U854	3	18	10	SP
M7UAB1	7	16	5	SP
M7T9J9	11	16	5	SP
M7TDD0	17	19	4	SP
M7TDM0	8	15	5	SP
M7TEX2	9	16	8	SP
M7TXI5	3	15	7	SP
M7TXY5	2	7	5	SP
M7TZ31	6	16	6	SP
M7TZ59	6	15	0	LIPO
M7U9Z0	20	15	7	SP
M7TFM0	3	16	5	SP
M7TFP4	2	14	5	SP
M7TZP1	3	18	0	LIPO
M7U0B4	4	18	6	SP
M7U840	4	17	0	LIPO
M7U968	3	17	3	SP
A0A0A7LI09	4	17	4	SP
A0A0A7LC70	4	14	6	SP
A0A0A7LCB3	7	14	12	SP
A0A0A7LG42	7	18	8	SP
A0A0A7LGE0	3	19	5	SP
A0A0A7LCC0	3	15	4	SP
A0A0A7LD71	5	14	7	SP
A0A0A7LDE6	4	21	8	SP
A0A0A7LF60	5	21	8	SP
A0A0A7LFC4	0	1	8	SP
A0A0A7LIG0	5	20	7	SP
A0A0A7LAF2	7	19	7	SP
A0A0A7LCX7	9	18	6	SP
A0A0A7LDJ2	4	20	0	LIPO
A0A0A7LIF1	4	16	0	LIPO
A0A0A7LA07	15	19	6	SP
A0A0A7LAE9	3	21	9	SP
A0A0A7LCJ1	8	21	8	SP
A0A0A7LDD8	15	19	6	SP
A0A0A7LAX4	5	17	0	LIPO
A0A0A7LGT6	2	15	9	SP
A0A0A7LBD2	6	17	9	SP
A0A0A7LD05	6	17	10	SP
A0A0A7LFW5	7	22	7	SP
A0A0A7LAN9	6	21	7	SP
A0A0A7LB64	11	18	7	SP
A0A0A7LCJ9	5	20	6	SP
A0A0A7LAK7	4	20	3	SP
A0A0A7LAQ9	10	21	6	SP
A0A0A7LCB6	4	19	5	SP
A0A0A7LD94	6	17	4	SP
A0A0A7LDQ2	6	18	4	SP
A0A0A7LEM9	5	20	5	SP
A0A0A7LB72	5	17	11	SP
A0A0A7LCP9	2	18	3	SP
A0A0A7LHZ6	2	6	6	SP
A0A0A7LI89	4	14	6	SP
M9SBM3	5	17	9	SP
M9SIK6	4	17	7	SP
M9SDZ6	3	11	6	SP
M9SEZ5	2	12	12	SP
M9SFM5	2	10	9	SP
M9SIE6	5	20	6	SP
M9SBP3	3	14	3	SP
M9SD60	11	19	6	SP
M9SED1	3	17	5	SP
M9SDL5	2	15	10	SP
M9SIX5	6	22	3	SP
M9SJH6	16	20	0	LIPO
M9S9D6	11	17	0	LIPO
M9SAQ4	4	17	0	LIPO
M9SAJ0	1	8	18	SP
M9SJ26	6	14	11	SP
M9SDI7	4	17	0	LIPO
M9SK52	4	16	0	LIPO
M9SH34	4	17	0	LIPO
M9SIL7	6	15	7	SP
M9SDM5	4	16	0	LIPO
M9SJP8	5	20	0	LIPO
M9SJX6	2	14	9	SP
M9SC84	3	13	4	SP
M9SBL3	2	14	7	SP
M9SGT4	3	18	6	SP
M9SKG4	4	14	0	LIPO
N6VVZ0	7	15	4	SP
N6VWF2	5	16	8	SP
N6VX45	3	15	7	SP
N6WKI4	6	15	4	SP
N6WL02	7	15	5	SP
N6WL89	3	15	6	SP
N6WMI2	4	13	12	SP
N6WMI6	12	17	7	SP
N6WMJ2	5	15	4	SP
N6WN55	5	17	7	SP
N6WS67	9	16	5	SP
N6WSA0	20	20	5	SP
N6VND9	3	21	7	SP
N6VP09	4	18	3	SP
N6WJY4	3	15	0	LIPO
N6WJY9	13	13	4	SP
N6WKB4	4	18	5	LIPO
N6WKG0	4	13	4	SP
N6WL83	9	18	7	SP
N6WLS6	8	16	5	SP
N6WMX5	3	13	5	SP
N6VUS9	5	15	7	SP
N6VVR1	4	18	4	SP
N6VX37	4	13	9	SP
N6WKA7	3	15	7	LIPO
N6WL73	4	15	5	SP
N6WTL0	3	15	5	SP
N6WTP1	3	13	7	SP
N6VNM5	7	13	4	SP
N6VPY4	8	16	5	SP
N6VQI2	5	16	6	SP
N6VVJ1	3	17	3	SP
N6VWE8	4	16	5	SP
N6WKP9	9	21	5	SP
N6WLB1	4	16	4	SP
N6WLW2	3	15	4	SP
N6WM85	8	13	7	SP
N6WTQ8	15	19	5	SP
N6VND1	10	15	4	SP
N6VNK8	6	15	5	SP
N6VNY8	4	15	6	SP
N6VQ37	4	17	11	SP
N6WKC6	5	16	0	LIPO
N6WKT3	7	16	8	SP
N6WLC0	4	18	3	SP
N6WLU7	4	15	5	SP
N6WMQ7	5	17	7	SP
N6WU90	3	15	7	SP
N6VPU6	9	17	9	SP
N6VV20	13	20	5	SP
N6VVS5	7	17	3	SP
N6WKQ6	7	17	5	SP
N6WL81	4	14	9	SP
N6WSN9	4	20	5	SP
N6VVZ7	3	15	4	SP
N6VWN2	8	18	3	SP
N6WMF8	5	10	5	SP
N6VV47	5	15	5	SP
N6WJS8	8	18	5	SP
N6WMJ0	4	20	5	SP
N6WMU9	3	16	3	SP
A0A218ZU55	3	15	7	SP
A0A218ZPA0	4	15	5	SP
A0A218ZTT9	3	21	4	SP
A0A218ZUA9	3	19	3	SP
A0A218ZRC3	2	13	7	SP
A0A218ZS51	5	16	4	SP
A0A218ZT22	6	18	7	SP
A0A218ZTR4	4	20	5	SP
A0A218ZRP1	3	12	3	SP
A0A218ZUS5	20	16	4	TAT
A0A218ZWL1	3	6	5	SP
A0A218ZUE8	6	17	3	SP
A0A218ZRF1	12	18	6	TAT
A0A218ZSD2	6	16	5	SP
A0A218ZTE1	4	17	4	SP
A0A218ZTF3	5	21	4	SP
A0A218ZWP2	1	2	5	SP
A0A218ZTD1	3	17	5	SP
A0A218ZQA8	0	1	7	SP
A0A218ZRG1	3	16	7	SP
A0A218ZQ50	5	17	3	SP
A0A218ZTP7	5	21	5	SP
A0A218ZVZ8	9	14	8	SP
A0A218ZST6	3	16	5	SP
A0A218ZQ48	15	17	4	TAT
A0A218ZSA0	4	13	6	SP
A0A218ZVS2	5	18	4	SP
A0A218ZU78	4	18	3	SP
A0A0X8UXL8	7	17	7	SP
A0A0X8UY65	5	16	5	SP
A0A0X8V1N4	4	18	8	SP
A0A0X8V2L1	3	18	8	SP
A0A0X8UZW2	6	20	7	SP
A0A0X8V0Z7	18	19	8	SP
A0A110A3I8	18	18	6	SP
A0A120MHZ9	7	15	0	LIPO
A0A0X8UZ14	12	12	7	SP
A0A0X8UZT4	8	18	3	SP
A0A0X8V0C3	4	12	0	LIPO
A0A110A2V5	3	15	3	SP
A0A110A379	3	21	6	SP
A0A110A3J5	3	20	6	SP
A0A0X8V198	4	18	6	SP
A0A0X8V214	4	20	3	SP
A0A110A2S3	5	17	0	LIPO
A0A0X8UYN4	4	20	6	SP
A0A0X8UZ74	3	16	0	LIPO
A0A110A2R1	7	16	5	SP
A0A110A3B1	3	15	5	SP
A0A0X8UX98	5	18	4	SP
A0A0X8V251	3	16	4	SP
A0A110A2P1	2	17	5	SP
A0A110A2P4	14	17	3	SP
A0A110A357	4	18	6	SP
A0A0X8UYI2	4	19	0	LIPO
A0A0X8V0K7	7	17	8	SP
A0A110A2U8	4	22	5	SP
A0A120MIF7	3	18	6	SP
A0A0X8UZB3	13	17	5	SP
A0A0X8UZV0	2	13	6	SP
A0A0X8V0A7	9	18	8	SP
A0A0X8V0W6	4	18	3	LIPO
A0A0X8V2Q9	9	11	3	SP
A0A110A3C2	20	16	5	SP
A0A120MI35	2	17	7	SP
A0A0X8V154	2	10	7	SP
A0A110A304	5	13	12	SP
A0A0X8V0J1	5	17	4	SP
A0A120MI28	4	14	15	SP
A0A0X8UY23	11	18	3	SP
A0A110A332	4	20	5	LIPO
A0A110A348	2	19	7	SP
A0A120MHY2	7	14	6	SP
A0A120MIG4	11	15	10	LIPO
A0A110A2G0	3	17	6	SP
A0A110A2Y2	2	15	4	SP
A0A0X8UXL7	8	18	4	SP
A0A120MHW4	3	13	14	SP
A0A120MI36	7	15	4	SP
A0A0X8UYC2	4	17	8	SP
A0A0X8V1H8	3	15	6	SP
A0A0X8V1N3	22	16	8	SP
A0A0X8V291	7	14	5	SP
A0A110A3E8	7	15	8	SP
A0A0X8V2D1	4	19	8	SP
A0A110A339	4	15	5	SP
A0A110A3D0	5	17	8	SP
A0A110A2Z8	7	17	7	SP
A0A120MI66	4	18	6	LIPO
T0LST6	2	10	6	SP
T0MWS2	26	17	4	SP
T0LFQ8	2	16	6	SP
T0LHE5	3	15	5	SP
T0LSF1	7	18	5	SP
T0MTD3	2	3	0	LIPO
T0MYQ0	5	19	5	SP
T0LPY6	6	16	6	SP
T0MUV9	4	16	10	SP
T0MWB7	3	14	7	SP
T0MYP4	7	7	7	SP
T0MVM0	11	17	8	TAT
T0LRH4	4	17	6	SP
T0MVU1	12	17	5	SP
T0MPB0	7	16	5	SP
T0MVN4	5	17	5	SP
T0LD74	4	16	10	SP
T0LL66	2	3	11	SP
T0MV79	2	12	11	SP
T0N1W3	3	16	5	SP
T0LQU5	8	15	7	SP
T0LTW4	2	14	9	SP
T0LD87	2	15	4	SP
T0LH40	16	18	6	SP
T0LQU1	5	21	4	SP
T0MZ08	5	17	9	SP
T0LPB6	2	11	12	SP
T0LQ79	4	20	4	SP
T0LTA3	4	19	6	SP
T0LJX3	7	16	5	SP
T0LEE2	4	15	7	SP
T0MTM9	2	9	6	SP
T0MW37	15	19	4	SP
T0LAX3	2	17	5	SP
T0LN74	4	17	5	SP
T0LBR6	4	15	8	SP
T0LJT2	6	15	6	SP
T0LBH0	2	11	13	SP
T0LE66	3	16	5	SP
T0LNU2	10	17	7	SP
T0LPI6	14	22	3	TAT
T0MSK9	3	15	5	SP
T0LP86	8	20	7	SP
T0MVJ4	3	11	7	SP
T0LEA2	2	14	4	SP
T0LJL0	3	21	6	SP
T0LNA1	3	18	3	SP
T0LLX6	3	17	3	SP
T0LP84	9	16	4	SP
T0LPF9	2	18	3	SP
T0LPU4	11	21	3	TAT
T0LKQ0	26	15	5	SP
A0A6B9TAK5	5	17	8	SP
A0A6B9TAK9	5	16	3	SP
A0A6B9T8Y8	4	19	5	LIPO
A0A6B9TAC0	3	18	7	SP
A0A6B9T7K9	5	20	5	SP
A0A6B9T8W9	4	13	0	LIPO
A0A6B9T9S3	9	19	7	SP
A0A6B9TD52	2	9	3	SP
A0A6B9T7P2	4	18	4	SP
A0A6B9T9E3	7	18	7	LIPO
A0A6B9T9F0	12	16	10	SP
A0A6B9T9S2	4	19	7	SP
A0A6B9TBN9	9	21	5	SP
A0A6B9T958	9	19	5	SP
A0A6B9T9B6	4	15	11	SP
A0A6B9T9Y0	4	16	8	SP
A0A6B9TBL5	2	17	4	SP
A0A6B9TAN0	2	10	7	SP
A0A6B9TBJ8	2	8	4	SP
A0A6B9T919	6	16	3	SP
A0A6B9T811	4	18	5	SP
A0A6B9T7Q8	4	20	9	SP
A0A6B9T866	4	18	3	SP
A0A6B9T8F9	9	21	6	SP
A0A6B9T9T8	2	12	0	LIPO
A0A6B9TA62	4	14	3	SP
A0A6B9TC14	7	13	12	LIPO
A0A6B9TCP5	8	21	6	LIPO
A0A6B9TCS2	6	19	7	SP
A0A6B9T9W2	4	18	9	SP
A0A6B9T9A4	3	19	6	SP
A0A6B9T9H6	2	15	6	SP
A0A6B9TAY9	4	20	7	SP
A0A6B9T7Z0	5	14	11	SP
A0A6B9T810	7	16	6	SP
A0A6B9T9Q1	7	16	0	LIPO
A0A6B9TA83	2	14	6	SP
A0A6B9TCT1	3	18	9	SP
A0A6B9TD31	9	13	10	SP
A0A6B9T995	4	18	7	SP
A0A6B9TAZ9	4	19	6	SP
Q6L304	2	8	7	SP
Q6L067	7	19	7	SP
Q6L250	5	14	0	LIPO
Q6L2Q6	3	14	0	LIPO
Q6L052	23	10	4	SP
Q6L2C5	5	21	5	SP
Q6L2W2	3	15	11	LIPO
Q6L2C7	3	13	4	SP
Q6L2K8	4	16	9	SP
Q6L2C4	3	14	11	SP
Q6KYY0	7	14	4	SP
Q6L0W9	4	12	13	SP
Q6L1Y8	2	10	3	SP
Q6L1G3	6	18	3	SP
Q6L1J6	5	15	4	SP
Q6L252	5	14	9	SP
Q6L2N7	8	17	6	SP
Q6KZL7	2	13	6	SP
Q6KZQ2	2	14	6	SP
Q6L1U3	4	18	3	SP
Q6KZB1	8	13	0	LIPO
Q6L0Z3	2	14	8	SP
Q6L284	5	18	9	SP
Q6L2R2	4	17	6	SP
Q6L2N0	3	14	8	SP
Q6L0Y0	4	12	8	SP
